Date,1Y,2Y,3Y,5Y,7Y,10Y,15Y,20Y,30Y
2022-10-20,4.5548,4.6592,4.6179,4.4387,4.3106,4.2523,4.3049,4.377,4.4678
2022-10-21,4.4996,4.5299,4.4707,4.3249,4.2517,4.2616,4.3778,4.4798,4.5971
2022-10-24,4.5169,4.5399,4.479,4.3423,4.2839,4.3119,4.4413,4.5465,4.6649
2022-10-25,4.5072,4.4673,4.4026,4.2709,4.1836,4.1481,4.2352,4.3676,4.5723
2022-10-26,4.4875,4.4657,4.3706,4.186,4.0981,4.1026,4.219,4.3215,4.4391
2022-10-27,4.4626,4.3299,4.2284,4.1002,4.0455,4.0492,4.1536,4.2625,4.3026
2022-10-28,4.5428,4.4672,4.3345,4.1727,4.1158,4.1228,4.212,4.305,4.4331
2022-10-31,4.621,4.5303,4.4006,4.2426,4.1846,4.1877,4.2728,4.3651,4.4954
2022-11-01,4.669,4.5288,4.4185,4.2699,4.1931,4.1635,4.2195,4.2928,4.2965
2022-11-02,4.6897,4.6464,4.5106,4.2701,4.167,4.1805,4.3072,4.3627,4.1974
2022-11-03,4.7524,4.7444,4.5895,4.3241,4.2194,4.2254,4.3196,4.358,4.2378
2022-11-04,4.7286,4.6958,4.5346,4.2996,4.2305,4.2668,4.3841,4.4451,4.387
2022-11-07,4.7733,4.7531,4.5872,4.3519,4.2875,4.3269,4.4433,4.5048,4.4566
2022-11-08,4.7531,4.7039,4.5148,4.2737,4.2083,4.2358,4.3405,4.4152,4.4401
2022-11-09,4.7319,4.6462,4.4576,4.2439,4.1993,4.2425,4.3587,4.441,4.4807
2022-11-10,4.5248,4.3087,4.1464,3.9474,3.8687,3.8845,4.0509,4.2099,4.2595
2022-11-14,4.6004,4.3797,4.2129,4.0056,3.9197,3.927,4.0856,4.2428,4.2984
2022-11-15,4.5693,4.3297,4.1499,3.9294,3.8404,3.8508,4.014,4.1649,4.185
2022-11-16,4.5724,4.3005,4.0942,3.8341,3.7195,3.7094,3.8649,4.022,4.0613
2022-11-17,4.6326,4.3819,4.1889,3.9389,3.8205,3.7935,3.9195,4.0621,4.1124
2022-11-18,4.6844,4.4406,4.2507,3.9994,3.8744,3.8347,3.9464,4.0887,4.1666
2022-11-21,4.7344,4.5381,4.2671,3.9792,3.8958,3.8993,3.9847,4.0687,4.163
2022-11-22,4.7071,4.4479,4.2444,3.9703,3.8272,3.7677,3.86,3.9938,4.0715
2022-11-23,4.7065,4.429,4.2119,3.9207,3.7691,3.7041,3.7901,3.9123,3.9545
2022-11-25,4.6966,4.4069,4.182,3.8843,3.7342,3.6785,3.7831,3.9176,3.9629
2022-11-28,4.7066,4.4203,4.1978,3.9028,3.7529,3.694,3.7873,3.908,3.9294
2022-11-29,4.7092,4.4349,4.2222,3.9414,3.8007,3.7499,3.8495,3.9727,3.9948
2022-11-30,4.6594,4.3488,4.1147,3.8221,3.6937,3.6784,3.8304,3.9726,3.9596
2022-12-01,4.5861,4.2387,3.9812,3.6687,3.5405,3.5376,3.7014,3.8297,3.7523
2022-12-02,4.6122,4.2535,3.988,3.6651,3.5299,3.517,3.6605,3.7668,3.6585
2022-12-05,4.6803,4.363,4.1201,3.8062,3.654,3.602,3.6996,3.8009,3.7446
2022-12-06,4.6474,4.3125,4.0568,3.7271,3.5674,3.5119,3.6095,3.71,3.6495
2022-12-07,4.586,4.2301,3.9614,3.6216,3.4633,3.4163,3.5211,3.6129,3.5149
2022-12-08,4.6145,4.282,4.0291,3.7047,3.548,3.491,3.5707,3.6418,3.5217
2022-12-09,4.6252,4.3017,4.0575,3.7491,3.6066,3.5676,3.6698,3.7564,3.6531
2022-12-12,4.6668,4.35,4.1084,3.7973,3.6466,3.593,3.6776,3.7584,3.6634
2022-12-13,4.5484,4.2163,3.966,3.6514,3.5084,3.4744,3.5912,3.6921,3.608
2022-12-14,4.5528,4.21,3.9528,3.6322,3.4891,3.4594,3.5829,3.6855,3.5962
2022-12-15,4.5597,4.2143,3.9519,3.6171,3.459,3.4116,3.5243,3.6349,3.5809
2022-12-16,4.5093,4.1692,3.9159,3.6052,3.4728,3.4577,3.5965,3.7021,3.5964
2022-12-19,4.5366,4.2247,3.9903,3.6981,3.569,3.5471,3.6738,3.7798,3.6983
2022-12-20,4.5339,4.249,4.0374,3.78,3.6739,3.6706,3.8036,3.9034,3.8076
2022-12-21,4.5004,4.2151,4.0079,3.7644,3.6709,3.677,3.8051,3.896,3.8176
2022-12-22,4.5244,4.2463,4.0376,3.779,3.6673,3.6547,3.7795,3.881,3.7984
2022-12-23,4.5667,4.2968,4.0945,3.844,3.737,3.7288,3.8597,3.9688,3.9015
2022-12-27,4.614,4.3613,4.1715,3.9366,3.8367,3.8311,3.9608,4.0709,4.0137
2022-12-28,4.6081,4.3631,4.1805,3.9578,3.8672,3.8706,4.0053,4.113,4.0455
2022-12-29,4.6321,4.3701,4.174,3.9325,3.8307,3.8261,3.9574,4.065,3.9951
2022-12-30,4.7029,4.4321,4.2295,3.9802,3.8754,3.8708,4.0052,4.1128,4.0305
2023-01-03,4.6695,4.3901,4.1788,3.9132,3.7948,3.776,3.9033,4.0184,3.9686
2023-01-04,4.6492,4.3456,4.1159,3.8268,3.6969,3.6738,3.8075,3.9322,3.8957
2023-01-05,4.7139,4.4107,4.1783,3.8777,3.7325,3.6866,3.7936,3.908,3.881
2023-01-06,4.6127,4.234,3.9655,3.6593,3.5456,3.551,3.6937,3.8007,3.7671
2023-01-09,4.5854,4.1954,3.9261,3.6294,3.5247,3.5341,3.6714,3.779,3.7788
2023-01-10,4.6287,4.2358,3.9691,3.6844,3.5929,3.6169,3.7625,3.865,3.8383
2023-01-11,4.6139,4.2007,3.9212,3.624,3.5288,3.5524,3.698,3.7977,3.7629
2023-01-12,4.5678,4.1191,3.817,3.4998,3.4024,3.4342,3.5923,3.6939,3.6457
2023-01-13,4.5999,4.1953,3.9053,3.5719,3.4502,3.4659,3.6386,3.7524,3.653
2023-01-17,4.5766,4.1519,3.8671,3.5698,3.4802,3.5132,3.6666,3.7649,3.7162
2023-01-18,4.5238,4.0428,3.7256,3.4013,3.307,3.3449,3.513,3.6284,3.6169
2023-01-19,4.5702,4.0848,3.7663,3.4411,3.3449,3.3781,3.5396,3.6535,3.651
2023-01-20,4.59,4.136,3.8336,3.5189,3.4231,3.4552,3.6197,3.7389,3.7407
2023-01-23,4.6215,4.1875,3.8913,3.5722,3.4671,3.4897,3.6489,3.7666,3.7631
2023-01-24,4.6127,4.1669,3.8631,3.5338,3.4204,3.4319,3.5787,3.6934,3.7024
2023-01-25,4.613,4.1529,3.8439,3.5168,3.4107,3.4315,3.586,3.7019,3.7064
2023-01-26,4.6434,4.1925,3.8871,3.5589,3.4477,3.4601,3.602,3.7069,3.6933
2023-01-27,4.6614,4.2106,3.9083,3.5872,3.4795,3.4902,3.6215,3.7173,3.7018
2023-01-30,4.6742,4.2525,3.9615,3.6384,3.519,3.5152,3.6388,3.7372,3.7267
2023-01-31,4.6559,4.2041,3.904,3.5895,3.4871,3.5016,3.6338,3.7308,3.7257
2023-02-01,4.6023,4.0811,3.7524,3.4332,3.3454,3.3776,3.5192,3.6185,3.6305
2023-02-02,4.5871,4.0859,3.7634,3.4414,3.3474,3.3755,3.5197,3.6233,3.6345
2023-02-03,4.725,4.2825,3.9735,3.626,3.4962,3.4914,3.6211,3.7163,3.6736
2023-02-06,4.7982,4.4069,4.1178,3.7638,3.6073,3.5682,3.676,3.7637,3.6771
2023-02-07,4.8123,4.433,4.1506,3.8015,3.6462,3.6098,3.7262,3.8193,3.7165
2023-02-08,4.8167,4.4123,4.1191,3.7707,3.6261,3.6022,3.7199,3.8076,3.7254
2023-02-09,4.8353,4.459,4.1773,3.8262,3.668,3.6293,3.7492,3.849,3.7512
2023-02-10,4.8573,4.477,4.2022,3.8762,3.7401,3.7153,3.8225,3.9086,3.8536
2023-02-13,4.8716,4.4991,4.2213,3.8761,3.7193,3.6752,3.7784,3.868,3.7866
2023-02-14,4.9355,4.584,4.3141,3.9619,3.7857,3.7132,3.7934,3.8825,3.8029
2023-02-15,5.0071,4.6088,4.2826,3.9904,3.8883,3.8432,3.851,3.882,3.938
2023-02-16,4.9421,4.6055,4.3493,4.0211,3.8649,3.8151,3.9179,4.0148,3.9266
2023-02-17,4.954,4.5872,4.3145,3.9773,3.8261,3.787,3.8923,3.98,3.8909
2023-02-21,5.0041,4.6765,4.4275,4.1096,3.9587,3.9106,4.0053,4.0884,3.972
2023-02-22,5.0817,4.6805,4.3715,4.1057,4.0122,3.9676,3.9678,3.9899,4.0324
2023-02-23,5.0629,4.6661,4.3485,4.0699,3.9705,3.922,3.9198,3.9411,3.9831
2023-02-24,5.1046,4.7746,4.4614,4.1609,4.0501,3.9948,3.9889,4.008,4.0438
2023-02-27,5.095,4.7523,4.431,4.1272,4.0194,3.971,3.9758,4.0026,4.0453
2023-02-28,5.1137,4.7729,4.4427,4.1261,4.0139,3.9645,3.9706,3.9982,4.0389
2023-03-01,5.1607,4.8616,4.5392,4.2207,4.1067,4.0539,4.0484,4.0584,4.0569
2023-03-02,5.173,4.8716,4.5672,4.2789,4.1755,4.1246,4.1134,4.1176,4.112
2023-03-03,5.1555,4.8463,4.5293,4.2105,4.0877,4.0192,3.9921,3.9882,3.9772
2023-03-06,5.1288,4.8197,4.5768,4.246,4.0641,3.9604,3.9828,4.037,3.9508
2023-03-07,5.3015,4.9842,4.6383,4.2617,4.0941,3.9902,3.9555,3.9697,4.0121
2023-03-08,5.3352,5.0343,4.6828,4.2856,4.1053,3.9914,3.9504,3.9635,4.0075
2023-03-09,5.253,4.8758,4.5326,4.1774,4.0246,3.9386,3.9285,3.9609,4.025
2023-03-10,5.0353,4.5988,4.2726,3.9371,3.7859,3.7009,3.706,3.7628,3.8741
2023-03-13,4.4399,4.083,3.8707,3.6605,3.5856,3.5775,3.6548,3.7449,3.8761
2023-03-14,4.5896,4.2463,4.0189,3.7685,3.6673,3.6428,3.7168,3.81,3.946
2023-03-15,4.3084,3.979,3.7884,3.5927,3.52,3.5184,3.6162,3.7281,3.8912
2023-03-16,4.5201,4.2023,3.9734,3.7041,3.5945,3.5818,3.6906,3.7866,3.7853
2023-03-17,4.2703,3.8641,3.6523,3.4686,3.4188,3.4413,3.5547,3.6665,3.8183
2023-03-20,4.3445,3.9722,3.7693,3.5821,3.522,3.5286,3.6233,3.7258,3.872
2023-03-21,4.5515,4.2021,3.9747,3.7325,3.6419,3.6292,3.7089,3.7984,3.9217
2023-03-22,4.4331,3.9981,3.7577,3.5496,3.4987,3.5267,3.6417,3.7482,3.8868
2023-03-23,4.2747,3.7966,3.5697,3.4036,3.3791,3.4318,3.5796,3.7138,3.8915
2023-03-24,4.2418,3.7933,3.5796,3.4163,3.3858,3.4295,3.5685,3.6992,3.8751
2023-03-27,4.4223,4.0162,3.7918,3.5945,3.5446,3.5742,3.7005,3.8224,3.9868
2023-03-28,4.4665,4.0826,3.8517,3.6308,3.5663,3.5865,3.7064,3.8235,3.9801
2023-03-29,4.4957,4.1168,3.8847,3.6591,3.5912,3.6077,3.7217,3.8335,3.9828
2023-03-30,4.5404,4.1325,3.8841,3.6446,3.5723,3.5855,3.6938,3.7998,3.9404
2023-03-31,4.5352,4.0792,3.8177,3.5796,3.5105,3.5217,3.6241,3.7282,3.8716
2023-04-03,4.5043,4.0033,3.7295,3.4981,3.442,3.4675,3.5827,3.6943,3.8463
2023-04-04,4.4021,3.8665,3.5904,3.3791,3.3434,3.39,3.5255,3.649,3.8143
2023-04-05,4.3528,3.8215,3.5526,3.3457,3.3049,3.3413,3.4714,3.6009,3.7858
2023-04-06,4.3854,3.8527,3.5756,3.3518,3.3011,3.3322,3.4601,3.5864,3.7623
2023-04-07,4.5102,4.0076,3.7203,3.4653,3.3972,3.4164,3.532,3.6492,3.8149
2023-04-10,4.5276,4.0225,3.7412,3.4924,3.4215,3.4335,3.5448,3.6637,3.8357
2023-04-11,4.5316,4.0523,3.771,3.511,3.4354,3.4475,3.557,3.6684,3.8226
2023-04-12,4.502,3.9744,3.6824,3.4387,3.3871,3.4265,3.5604,3.6834,3.8478
2023-04-13,4.5034,3.9884,3.7081,3.4799,3.4341,3.4729,3.602,3.7242,3.8939
2023-04-14,4.606,4.1063,3.8212,3.5725,3.512,3.5402,3.6612,3.7764,3.9332
2023-04-17,4.6607,4.1848,3.9065,3.6561,3.5913,3.6146,3.7306,3.8427,3.9963
2023-04-18,4.6793,4.203,3.9145,3.6449,3.5713,3.5937,3.7138,3.8265,3.9756
2023-04-19,4.7078,4.25,3.9616,3.6786,3.5946,3.6106,3.7262,3.8325,3.968
2023-04-20,4.6443,4.1557,3.8632,3.5966,3.5299,3.5603,3.6839,3.7935,3.9339
2023-04-21,4.6661,4.1728,3.8826,3.6233,3.5606,3.5919,3.7137,3.8222,3.962
2023-04-24,4.6447,4.1224,3.823,3.5637,3.5042,3.5382,3.6628,3.7751,3.9221
2023-04-25,4.5074,3.9165,3.6187,3.4032,3.3749,3.4282,3.5662,3.6918,3.8646
2023-04-26,4.5439,3.9544,3.6535,3.4338,3.4057,3.4623,3.6046,3.7324,3.9067
2023-04-27,4.6675,4.1195,3.8169,3.569,3.5201,3.5607,3.6877,3.8025,3.9567
2023-04-28,4.6687,4.076,3.7502,3.4855,3.4334,3.4729,3.5969,3.709,3.8614
2023-05-01,4.72,4.1586,3.8485,3.6003,3.5597,3.6124,3.7495,3.8679,4.0257
2023-05-02,4.6047,3.9994,3.6734,3.4243,3.393,3.4598,3.6148,3.7458,3.9186
2023-05-03,4.573,3.923,3.5813,3.3364,3.3216,3.4101,3.5854,3.726,3.9073
2023-05-04,4.4538,3.7848,3.4641,3.2712,3.2876,3.3981,3.5935,3.7501,3.9539
2023-05-05,4.5649,3.9381,3.6122,3.3837,3.375,3.467,3.6453,3.7873,3.9683
2023-05-08,4.6276,4.0162,3.6949,3.4652,3.4536,3.5434,3.7214,3.8639,4.0456
2023-05-09,4.6368,4.032,3.7083,3.473,3.4614,3.556,3.7397,3.8834,4.064
2023-05-10,4.5629,3.9075,3.5755,3.3576,3.3652,3.478,3.6799,3.8365,4.0332
2023-05-11,4.5617,3.9022,3.5681,3.3381,3.3287,3.4216,3.611,3.7673,3.9696
2023-05-12,4.6133,3.9842,3.659,3.4259,3.4078,3.4887,3.6638,3.8115,4.0056
2023-05-15,4.6277,3.9866,3.659,3.4365,3.4349,3.5357,3.7241,3.8711,4.0545
2023-05-16,4.6902,4.055,3.7228,3.4896,3.4829,3.581,3.7645,3.9052,4.0782
2023-05-17,4.7391,4.1291,3.7994,3.5472,3.5217,3.6085,3.7933,3.9267,4.0199
2023-05-18,4.8378,4.2485,3.9206,3.6559,3.6169,3.689,3.8565,3.9743,4.0377
2023-05-19,4.8501,4.2772,3.9627,3.7126,3.6766,3.7442,3.9013,4.0142,4.0834
2023-05-22,4.8849,4.2945,3.9725,3.7209,3.6892,3.7638,3.9269,4.0394,4.0981
2023-05-23,4.9043,4.316,3.9836,3.7112,3.6704,3.7454,3.9172,4.0322,4.0738
2023-05-24,4.971,4.3725,4.0298,3.7432,3.6958,3.7682,3.9395,4.0518,4.0807
2023-05-25,5.0856,4.5383,4.2008,3.8854,3.8087,3.8555,4.0074,4.103,4.0868
2023-05-26,5.1201,4.5803,4.2374,3.9008,3.8053,3.8348,3.9746,4.0643,4.035
2023-05-30,5.0719,4.4689,4.1089,3.7818,3.7014,3.7407,3.8845,3.9871,4.0185
2023-05-31,5.0305,4.396,4.0294,3.7103,3.6394,3.6854,3.8302,3.9321,3.9678
2023-06-01,4.9858,4.341,3.9759,3.6676,3.6047,3.6558,3.8025,3.9067,3.9531
2023-06-02,5.0829,4.4907,4.1325,3.7983,3.7071,3.7315,3.8588,3.9541,3.9872
2023-06-05,5.0504,4.4622,4.1089,3.7832,3.6979,3.7274,3.8594,3.9582,3.9984
2023-06-06,5.0679,4.5,4.146,3.8034,3.7043,3.7253,3.8544,3.9473,3.9583
2023-06-07,5.0862,4.5435,4.2079,3.8885,3.8012,3.8284,3.9539,4.0368,4.0261
2023-06-08,5.0512,4.5113,4.167,3.8256,3.7247,3.7477,3.8838,3.9778,3.9691
2023-06-09,5.0997,4.5738,4.2298,3.8742,3.7571,3.7632,3.8861,3.974,3.9557
2023-06-12,5.0906,4.5466,4.1976,3.847,3.7385,3.7528,3.8783,3.9637,3.9412
2023-06-13,5.1359,4.6546,4.3267,3.9693,3.8412,3.8384,3.9608,4.043,3.9732
2023-06-14,5.1792,4.7247,4.396,4.0057,3.842,3.8088,3.9233,4.0047,3.8964
2023-06-15,5.1094,4.6025,4.2525,3.8651,3.7232,3.7179,3.8522,3.9451,3.883
2023-06-16,5.1403,4.6802,4.3443,3.942,3.7733,3.7449,3.8807,3.976,3.8513
2023-06-20,5.1339,4.6594,4.3167,3.9113,3.7437,3.7149,3.8435,3.935,3.8311
2023-06-21,5.1402,4.659,4.3113,3.8997,3.729,3.6981,3.8258,3.9169,3.8122
2023-06-22,5.1915,4.7306,4.3912,3.9786,3.8003,3.7634,3.8974,3.9948,3.8636
2023-06-23,5.1814,4.6911,4.3418,3.9345,3.767,3.7322,3.8426,3.9246,3.8435
2023-06-26,5.1809,4.6695,4.312,3.9059,3.7459,3.7194,3.8346,3.9219,3.8657
2023-06-27,5.2381,4.7501,4.3945,3.9672,3.7838,3.7412,3.8621,3.9519,3.8409
2023-06-28,5.2185,4.7136,4.3466,3.9083,3.7235,3.6872,3.8222,3.9206,3.8098
2023-06-29,5.3223,4.8742,4.4942,4.0626,3.9194,3.8996,3.949,3.985,4.0224
2023-06-30,5.3818,4.8475,4.4566,4.0729,3.9121,3.8322,3.8503,3.9118,4.0176
2023-07-03,5.4023,4.9157,4.5299,4.1375,3.9663,3.8723,3.8742,3.9282,4.0308
2023-07-05,5.3806,4.9152,4.5527,4.1928,4.0406,3.9609,3.9676,4.0162,4.1034
2023-07-06,5.407,4.9696,4.6368,4.3058,4.1578,4.0675,4.0496,4.0809,4.1528
2023-07-07,5.3766,4.9113,4.5958,4.2909,4.1579,4.0829,4.0811,4.1211,4.1998
2023-07-10,5.2729,4.8415,4.5344,4.1856,4.0479,4.0116,4.0663,4.1217,4.1856
2023-07-11,5.29,4.8508,4.5434,4.1884,4.0356,3.9788,4.0268,4.0941,4.1833
2023-07-12,5.1986,4.7163,4.3821,4.009,3.8692,3.8584,3.9796,4.0623,3.9867
2023-07-13,5.117,4.5834,4.2325,3.8696,3.7532,3.7679,3.9058,3.9978,3.9564
2023-07-14,5.1883,4.7178,4.3773,3.9755,3.8128,3.7949,3.9436,4.0471,3.9365
2023-07-17,5.1807,4.7004,4.3552,3.9522,3.793,3.7814,3.9374,4.0465,3.9503
2023-07-18,5.18,4.7048,4.358,3.944,3.774,3.7548,3.9149,4.0279,3.9071
2023-07-19,5.1857,4.7049,4.3499,3.9178,3.7325,3.6998,3.8547,3.968,3.8327
2023-07-20,5.2193,4.7697,4.4348,4.0215,3.8393,3.8003,3.9414,4.0441,3.887
2023-07-21,5.2264,4.7804,4.4468,4.0314,3.8441,3.7964,3.9299,4.0367,3.9081
2023-07-24,5.256,4.8102,4.4815,4.0832,3.9057,3.8406,3.8997,3.9775,4.0759
2023-07-25,5.2835,4.8403,4.5215,4.139,3.9642,3.8895,3.9314,4.0019,4.0984
2023-07-26,5.265,4.8299,4.4619,4.0388,3.8983,3.8872,3.9547,4.0034,4.0541
2023-07-27,5.3038,4.8862,4.583,4.2182,4.0542,3.9904,4.0422,4.1163,4.2138
2023-07-28,5.2815,4.8369,4.5215,4.1512,3.99,3.9348,4.0067,4.1031,4.2358
2023-07-31,5.2752,4.8502,4.5092,4.1203,3.9885,3.9774,4.0456,4.0965,4.1501
2023-08-01,5.3311,4.8785,4.5224,4.1921,4.0825,4.0579,4.1159,4.1829,4.2731
2023-08-02,5.2657,4.8462,4.5424,4.1967,4.0688,4.0573,4.1553,4.2423,4.3416
2023-08-03,5.2626,4.865,4.5803,4.2551,4.1405,4.1656,4.3453,4.449,4.2843
2023-08-04,5.1977,4.7497,4.4388,4.1001,3.9917,4.0287,4.2144,4.3248,4.2173
2023-08-07,5.2043,4.7423,4.4325,4.1125,4.0233,4.0754,4.2632,4.3749,4.2965
2023-08-08,5.1956,4.7172,4.3937,4.0542,3.9542,4.0002,4.1891,4.3047,4.2316
2023-08-09,5.2237,4.7569,4.4327,4.0771,3.9588,3.9872,4.1687,4.284,4.2009
2023-08-10,5.2353,4.7874,4.4823,4.1567,4.0546,4.0874,4.2554,4.3608,4.2876
2023-08-11,5.2615,4.8551,4.5704,4.2528,4.1417,4.1572,4.3055,4.3962,4.2899
2023-08-14,5.284,4.9119,4.6363,4.3016,4.1629,4.1533,4.3072,4.4139,4.2632
2023-08-15,5.2724,4.8936,4.621,4.3052,4.187,4.196,4.3491,4.4447,4.3113
2023-08-16,5.2867,4.9314,4.6719,4.3649,4.2458,4.2516,4.4066,4.5043,4.3479
